customer_id,first_name,last_name,gender,phone,birth
C0000099,Kari,Ross,Female,15457940002,1999-08-02
C0000100,Randy,Phillips,Male,65564727461,1980-06-18
C0000101,Derrick,Martinez,Male,73822127146,1967-05-18
C0000102,Diane,Meza,Female,36093968543,1947-01-14
C0000103,Jasmine,Schneider,Female,32250339111,1953-09-29
C0000104,Sarah,Fischer,Female,86053919004,2005-09-16
C0000105,Charles,Williams,Male,78994979476,1941-12-01
C0000106,Shawn,Davis,Male,88677585899,1976-07-09
C0000107,Carolyn,Smith,Female,32228488051,1932-05-03
C0000108,Brandy,Murphy,Female,35638334435,1975-09-01
C0000109,Jennifer,Fisher,Female,21417249295,1962-08-12
C0000110,Jessica,Hansen,Female,12317870148,1992-03-19
C0000111,Adrian,Martinez,Male,45586155632,1956-09-14
C0000112,Scott,Robles,Male,23799560279,1941-01-10
C0000113,Stephanie,Lindsey,Female,14389478279,1994-12-15
C0000114,Donna,Salazar,Female,81061492039,1932-10-06
C0000115,Barbara,Cook,Female,23847116689,1937-05-17
C0000116,Melinda,Hall,Female,88419607076,1966-01-13
C0000117,Leslie,Johnson,Female,59738592615,1949-07-27
C0000118,Shawn,Wilson,Male,95465629162,1932-06-11
C0000119,Kathleen,Kent,Female,59644165769,1940-05-15
C0000120,Joseph,Torres,Male,19278532391,1931-10-13
C0000121,Cheryl,Dennis,Female,28285309489,1992-03-31
C0000122,Mikayla,Garcia,Female,77747196424,1997-09-27
C0000123,Virginia,Davis,Female,39816839216,1934-12-09
C0000124,Taylor,Johnson,Female,27457208207,1990-09-24
C0000125,Michelle,Mcdonald,Female,40760326836,1948-07-14
C0000126,Bradley,Smith,Male,84545103119,1931-08-07
C0000127,Mary,Cannon,Female,17655804924,2005-03-10
C0000128,Karen,Newman,Female,75854721179,1989-03-22
C0000129,Michael,Foster,Male,83720856832,2002-03-19
C0000130,Nicole,Watson,Female,71607488442,1938-09-03
C0000131,Steven,Herrera,Male,58320958195,1943-02-27
C0000132,Robin,Wheeler,Female,63067869806,1946-06-07
C0000133,Andrew,Gonzalez,Male,85275671867,1975-05-11
C0000134,Melissa,Nguyen,Female,18060335764,1942-07-24
C0000135,Jerry,Hernandez,Male,82824132070,1983-11-28
C0000136,Lauren,Morales,Female,98483839214,1952-04-17
C0000137,Shawn,Jones,Male,69269574411,1939-09-07
C0000138,Krista,Jones,Female,96280619827,1950-03-20
C0000139,Michael,Ross,Male,81128807996,2005-07-14
C0000140,Clayton,Reed,Male,20063277312,1953-04-26
C0000141,David,Hill,Male,21185486884,1940-03-26
C0000142,Mckenzie,Dunlap,Female,61223712028,1946-01-05
C0000143,Joann,Sexton,Female,95700849623,1944-12-04
C0000144,Rebecca,Lowery,Female,60471328530,1949-09-15
C0000145,Angelica,Lopez,Female,25291147590,1950-02-07
C0000146,Victor,Pacheco,Male,53402717910,1976-12-31
C0000147,David,Raymond,Male,60083178608,1971-11-10
C0000148,John,Shepherd,Male,91371540268,1998-12-07
C0000149,Ryan,Myers,Male,72606129183,1969-09-08
C0000150,James,Smith,Male,19008207341,1937-06-28
C0000151,Christopher,Davis,Male,68720541386,1971-10-21
C0000152,Steven,Garcia,Male,38059180083,1960-03-29
C0000153,Sophia,Horn,Female,26688667560,1974-07-20
C0000154,Heidi,Reed,Female,46953378029,2005-08-04
C0000155,Amanda,Sanchez,Female,93498191557,1949-02-17
C0000156,Beth,Harris,Female,98047528749,1987-05-19
C0000157,Brittany,Payne,Female,98886160114,1980-02-17
C0000158,Lauren,Jackson,Female,72865616549,1932-01-20
C0000159,Natalie,Miller,Female,20934238901,1947-03-06
C0000160,Rebekah,Tucker,Female,10436087434,1948-09-29
C0000161,Joshua,Collins,Male,61612184322,1969-05-10
C0000162,Mike,Kennedy,Male,26693890837,1923-09-12
C0000163,Kathleen,Francis,Female,23605654230,1955-09-01
C0000164,Karl,Bowers,Male,86159052732,1995-02-01
C0000165,Caitlin,Brown,Female,38341584344,1982-06-08
C0000166,Monica,Foster,Female,40260990568,1974-06-30
C0000167,Isabella,Davis,Female,34756928953,1949-10-15
C0000168,Jeffrey,Steele,Male,68220232295,1931-07-10
C0000169,William,Brown,Male,17743174958,1931-11-09
C0000170,Angela,Harris,Female,34016247880,1924-10-22
C0000171,Rachael,Payne,Female,39355256917,1926-05-03
C0000172,Christopher,Pacheco,Male,68262939534,1968-02-02
C0000173,Mary,Roberts,Female,12512284566,1973-02-01
C0000174,Connor,Harrison,Male,64846971826,1978-10-26
C0000175,Ashley,Thomas,Female,10749561300,2005-02-25
C0000176,Suzanne,Hernandez,Female,27789223828,1965-03-22
C0000177,Tanya,Anderson,Female,90074984663,1993-07-02
C0000178,Paul,Johnson,Male,37251359104,1923-06-20
C0000179,Karen,Rose,Female,25400916904,2004-07-06
C0000180,Casey,Novak,Male,53259364100,1956-06-13
C0000181,Lauren,Palmer,Female,62168333321,1954-12-19
C0000182,Andre,Morales,Male,84939331568,1969-02-04
C0000183,Tommy,Sanders,Male,27401434677,1957-06-18
C0000184,Jonathan,Armstrong,Male,83790310822,1944-10-15
C0000185,Yvette,Fitzgerald,Female,98649245662,1944-10-01
C0000186,Lorraine,Collins,Female,71543286095,1992-04-06
C0000187,Henry,Everett,Male,49379161537,1978-04-25
C0000188,Jason,Brown,Male,21234197760,1941-05-24
C0000189,Thomas,Ritter,Male,82466674759,1958-09-16
C0000190,Taylor,Bradley,Female,99564636726,1951-02-17
C0000191,Benjamin,Hall,Male,68264712235,1955-08-04
C0000192,Robert,Smith,Male,43883379972,1967-03-02
C0000193,Michael,Howard,Male,73863132808,1946-03-30
C0000194,Aaron,Stewart,Male,10675968618,1924-03-20
C0000195,Mark,Smith,Male,85133587194,1997-02-25
C0000196,Adrian,Miranda,Male,31929389387,1992-04-11
C0000197,Deanna,Espinoza,Female,28225730355,1985-08-18
C0000198,Rebecca,Clark,Female,56528335004,1984-12-17
C0000199,Sharon,Edwards,Female,79388713498,1986-08-12
C0000200,Julie,Howard,Female,59892571779,1977-03-07
C0000201,Virginia,Anderson,Female,50495819907,1948-03-13
C0000202,Cassandra,Barnes,Female,13101708966,1926-07-27
C0000203,Chad,Sims,Male,38218100792,1965-10-26
C0000204,Rebecca,White,Female,56796825054,1999-10-02
C0000205,Katherine,Ford,Female,65947277914,1994-05-17
C0000206,Kayla,Johnson,Female,38631930564,1993-09-10
C0000207,John,Roberts,Male,60577609965,1957-12-28
C0000208,Melissa,Ross,Female,11266838078,1939-10-19
C0000209,Brenda,Livingston,Female,94829455659,1983-06-24
C0000210,Vickie,Carson,Female,31792719097,2004-06-29
C0000211,Erik,Case,Male,46174916020,1935-02-11
C0000212,John,Wallace,Male,11021123630,1956-12-19
C0000213,Daniel,Green,Male,44381353480,1947-01-19
C0000214,Olivia,Moore,Female,67669985892,1999-04-04
C0000215,Mark,Howell,Male,72857588835,1933-03-21
C0000216,Shawna,Davis,Female,35057520015,1975-11-11
C0000217,Marc,Rivas,Male,15981099810,1980-12-07
C0000218,Michael,Powell,Male,36833840621,1985-07-30
C0000219,Shannon,Lewis,Female,77315300610,1958-10-03
C0000220,Charles,Hill,Male,59747042236,1963-12-11
C0000221,Wendy,Trujillo,Female,31757118489,2003-04-04
C0000222,Robert,Reyes,Male,36897615177,1947-08-27
C0000223,Ryan,Hughes,Male,49678642640,1993-05-09
C0000224,Jacqueline,White,Female,29426211672,1931-01-25
C0000225,Rebecca,Cook,Female,17130167219,1973-09-20
C0000226,Danielle,Phelps,Female,80127629922,1999-07-29
C0000227,Jennifer,Perez,Female,67191375444,1981-02-08
C0000228,Kristen,Davis,Female,10186198978,1965-06-03
C0000229,David,Evans,Male,32699294446,1971-03-24
C0000230,Teresa,Hernandez,Female,84621510423,1981-08-25
C0000231,David,Cummings,Male,68837486943,1973-08-21
C0000232,Kelly,Allen,Female,30037147735,1923-10-04
C0000233,Patrick,Welch,Male,42489190683,1939-03-23
C0000234,Leonard,Shepherd,Male,41867131973,1983-01-24
C0000235,Linda,Palmer,Female,68408930791,2002-02-22
C0000236,Diana,Jones,Female,69218870624,1987-05-13
C0000237,Joe,Dawson,Male,12617593535,2005-05-14
C0000238,Karen,Roberts,Female,98634607606,1975-11-30
C0000239,Rebecca,Williams,Female,22574215949,1943-08-01
C0000240,Heather,Knight,Female,95224777982,1967-11-03
C0000241,Timothy,Herrera,Male,41535745236,1983-12-20
C0000242,Lauren,Atkinson,Female,65301350026,1951-06-03
C0000243,Henry,Sweeney,Male,45881884261,1925-07-04
C0000244,Anthony,Navarro,Male,55056131817,1930-04-12
C0000245,Matthew,Ortiz,Male,91396276320,1968-09-11
C0000246,Kristin,Mathews,Female,10209977301,1948-10-16
C0000247,Jill,Leblanc,Female,44879218979,1995-10-28
C0000248,Amanda,Martinez,Female,69904616426,1970-01-07
C0000249,Zachary,Johnson,Male,66749581270,1923-06-13
C0000250,Diana,Nguyen,Female,87439774834,1984-07-16
C0000251,Cindy,Sheppard,Female,15521404182,1924-09-21
C0000252,Jonathan,Noble,Male,32280935648,1950-04-17
C0000253,Kristi,Snyder,Female,80436298503,1924-01-23
C0000254,Christopher,Montgomery,Male,93469047071,2002-06-23
C0000255,Bobby,Bell,Male,48206965960,1948-04-28
C0000256,Kerry,Lopez,Female,36859418225,1962-12-27
C0000257,Michael,Jordan,Male,74182788645,2004-06-22
C0000258,Theresa,Jones,Female,94498048264,1970-09-12
C0000259,Edward,Brown,Male,98824041318,1976-03-06
C0000260,Misty,Anderson,Female,41443139345,1929-06-16
C0000261,Tanya,Poole,Female,65409047370,1989-10-18
C0000262,John,Thomas,Male,76089136518,1999-12-09
C0000263,Jacob,Oconnor,Male,72527349838,1991-03-06
C0000264,Bonnie,Bradford,Female,31078881689,1989-10-28
C0000265,Tommy,Ward,Male,35185010202,1981-10-19
C0000266,Cassandra,Rogers,Female,41263488480,1930-10-05
C0000267,Alan,Rodriguez,Male,79675367437,1995-10-28
C0000268,Stephanie,Rogers,Female,98558340194,1928-08-25
C0000269,Sherry,Campbell,Female,81456724846,1991-04-17
C0000270,Matthew,Mendoza,Male,90662910778,1976-09-05
C0000271,Kathy,Wang,Female,28363621035,1930-08-08
C0000272,Chris,Mayer,Male,24660300958,1943-07-03
C0000273,Scott,Moore,Male,33515101427,2000-03-30
C0000274,Daniel,Torres,Male,94775399658,1924-12-13
C0000275,John,Young,Male,81395028983,1973-09-03
C0000276,Christina,Webb,Female,69731503082,1993-07-21
C0000277,Nicholas,Brewer,Male,68042147516,1982-05-11
C0000278,David,Leblanc,Male,57929197241,2003-09-24
C0000279,Sarah,Oconnor,Female,37210221901,1990-08-28
C0000280,Jason,Bridges,Male,74983885984,1993-06-23
C0000281,Shane,Nguyen,Male,78809097397,1953-07-15
C0000282,Steven,Smith,Male,50949218339,1976-07-25
C0000283,Roy,Leach,Male,96437672594,1982-01-12
C0000284,Anthony,Williams,Male,51586510721,1949-05-15
C0000285,Corey,Pollard,Male,90547636517,1976-10-02
C0000286,Shari,Jones,Female,20012249265,1962-12-21
C0000287,Timothy,Robbins,Male,43791451404,1981-11-06
C0000288,Daniel,Wade,Male,43308642289,1997-09-19
C0000289,Keith,Mays,Male,29588871755,1952-08-11
C0000290,Vanessa,Walton,Female,49730473933,1968-10-08
C0000291,Nancy,Hale,Female,57875306014,1997-02-26
C0000292,Jeffrey,Jackson,Male,45354147124,1992-12-07
C0000293,Robert,Wood,Male,19959317987,1932-07-23
C0000294,Charles,Miller,Male,79116132700,1930-01-01
C0000295,Samuel,Davis,Male,80915597406,1995-03-08
C0000296,Bradley,Deleon,Male,30716483448,1938-07-17
C0000297,Stephen,Thompson,Male,20937396688,2001-04-25
C0000298,Benjamin,Poole,Male,70266045618,1959-09-10
C0000299,Jonathan,Johnson,Male,41037138522,2001-11-29
C0000300,James,Morgan,Male,52386476148,1930-04-11
C0000301,Wesley,Miller,Male,46048959677,1946-02-16
C0000302,Dennis,Wood,Male,34858125086,1971-07-17
C0000303,Jennifer,Bishop,Female,72779228118,1995-12-28
C0000304,Gregory,Hammond,Male,16993195250,1980-02-18
C0000305,Angelica,Mcdowell,Female,87632980257,1924-12-26
C0000306,James,Bowen,Male,23880786873,1965-11-30
C0000307,Michelle,Graham,Female,18349220925,2004-03-24
C0000308,Kim,Mullins,Female,63786541226,1923-07-22
C0000309,Jennifer,Perez,Female,89409354017,1956-01-31
C0000310,John,Anderson,Male,68137174814,2000-07-14
C0000311,Robert,Sandoval,Male,37235605640,1933-05-13
C0000312,Marcus,Jones,Male,79542548597,2000-04-27
C0000313,Phillip,Kelley,Male,31484694823,1939-10-03
C0000314,Kenneth,Brown,Male,36608350993,1935-05-25
C0000315,Madison,Miller,Female,74259124936,1976-08-06
C0000316,Troy,Brown,Male,56544295371,1925-12-20
C0000317,Rebecca,Allen,Female,75526106768,2006-04-09
C0000318,Katie,Gregory,Female,49967364078,1955-10-25
C0000319,Carly,Baker,Female,38149274702,1990-06-09
C0000320,Jesus,Bryan,Male,26962399968,1974-11-15
C0000321,Denise,Scott,Female,59886452887,1976-12-04
C0000322,Stephanie,Sutton,Female,23751229832,1946-10-28
C0000323,Kathryn,Walker,Female,69895369005,1947-01-29
C0000324,Amy,Rios,Female,29082487708,1928-01-11
C0000325,Bradley,Allen,Male,84856606054,1980-06-02
C0000326,Heather,Francis,Female,39725493598,1982-05-10
C0000327,Shannon,Owens,Female,50896497252,1963-02-02
C0000328,Joan,Goodman,Female,99380383506,1978-01-20
C0000329,Heather,Phillips,Female,65938520015,1980-12-13
C0000330,Rachel,Lloyd,Female,26648241195,1994-10-17
C0000331,Michele,Becker,Female,77893150753,1944-08-24
C0000332,Jasmin,Lawson,Female,22427338396,1962-06-05
C0000333,David,Estrada,Male,32654161436,1966-06-11
C0000334,Kenneth,Bowen,Male,72406253984,1942-10-16
C0000335,Kevin,Daugherty,Male,95677017616,1969-04-30
C0000336,Tammy,Webb,Female,34319307810,1998-02-14
C0000337,Sharon,Morton,Female,50304158420,1979-03-08
C0000338,Sydney,Martinez,Female,46971151043,1989-11-07
C0000339,Adrian,Parks,Male,79298242465,1987-09-04
C0000340,Angela,Cooper,Female,29856401592,1970-03-23
C0000341,Stephanie,Williams,Female,14991171276,1989-10-10
C0000342,Christine,Allen,Female,28141331070,1955-04-30
C0000343,Robert,Brown,Male,39645437770,1990-01-22
C0000344,Charles,Mcintyre,Male,52160364217,1925-11-11
C0000345,Jamie,Chavez,Female,59685293656,1936-05-20
C0000346,Sean,Wiggins,Male,16823839711,1989-09-03
C0000347,Martin,David,Male,74751035812,1958-10-14
C0000348,Danielle,Wilson,Female,51849463554,1957-02-12
C0000349,Steven,Martin,Male,40605012277,1954-07-28
C0000350,Anita,Morrow,Female,99334287781,1962-08-19
C0000351,Jennifer,Evans,Female,64839128188,1952-06-05
C0000352,Jeffrey,Glass,Male,58391220611,1983-05-01
C0000353,Caitlin,Wright,Female,15225069041,1979-06-15
C0000354,Nathan,Bryan,Male,40203942531,1928-06-25
C0000355,Matthew,Myers,Male,78351711745,1954-01-30
C0000356,Rhonda,Morrow,Female,60726078712,1933-05-16
C0000357,Frank,Lee,Male,14639982015,1925-06-06
C0000358,William,Shaw,Male,37018957142,1983-12-08
C0000359,Richard,Sanders,Male,42262493390,1955-05-29
C0000360,Jonathon,Rivera,Male,77370199328,1969-12-10
C0000361,Heidi,Smith,Female,76960038576,1951-11-08
C0000362,Carl,Olson,Male,66430239379,1969-11-03
C0000363,Mark,Keith,Male,63728519109,1977-10-04
C0000364,Laura,Roberts,Female,91382320117,1991-02-26
C0000365,Cynthia,Cochran,Female,19970538528,1987-08-12
C0000366,Kimberly,Reed,Female,41681423529,1948-04-03
C0000367,John,Smith,Male,52899442802,1992-05-08
C0000368,Jimmy,Perez,Male,84633423605,1934-12-28
C0000369,Linda,Pierce,Female,36564058943,1955-10-28
C0000370,Morgan,Williams,Female,90924220208,1945-02-18
C0000371,Jeff,Edwards,Male,34529978265,1951-01-07
C0000372,Gregory,Richardson,Male,15783291399,2002-06-20
C0000373,Steven,Knight,Male,30889142629,2000-04-27
C0000374,James,Gordon,Male,81068079159,2004-04-16
C0000375,Linda,Johnson,Female,71541366682,1930-02-22
C0000376,Patrick,Cardenas,Male,60696602776,1998-07-30
C0000377,Jeffrey,Olsen,Male,19177245946,1973-02-27
C0000378,William,Lambert,Male,31052111898,1975-04-26
C0000379,Brittany,Martin,Female,96476184824,1928-03-31
C0000380,Kimberly,Pruitt,Female,19318592958,1943-10-27
C0000381,Kristina,Walker,Female,32814624273,1985-06-09
C0000382,Cynthia,Callahan,Female,52081479586,1924-08-15
C0000383,Cynthia,Caldwell,Female,18493966271,1946-09-22
C0000384,Alicia,Thomas,Female,32952941893,2002-08-02
C0000385,Tyler,Smith,Male,74585239002,1961-12-19
C0000386,Alexis,Scott,Female,88399934671,1993-01-24
C0000387,Mitchell,Allen,Male,90559778590,1986-02-26
C0000388,James,Lyons,Male,43219274982,1995-06-05
C0000389,Bernard,Wright,Male,23309762937,1930-12-31
C0000390,Eugene,Rogers,Male,45809295167,1946-02-07
C0000391,Alexander,Taylor,Male,66936754181,1936-06-12
C0000392,Brandon,Burns,Male,79574465465,1981-09-20
C0000393,Jeffrey,Mitchell,Male,64636332748,1944-03-30
C0000394,Thomas,Winters,Male,27400451991,1998-07-13
C0000395,Chad,Gomez,Male,69427327995,1955-10-13
C0000396,Michael,Johnson,Male,83765743095,1978-06-27
C0000397,Stephanie,Adams,Female,91185653310,1989-08-31
C0000398,Sandra,Espinoza,Female,39017210784,1947-11-21
C0000399,Wendy,Walters,Female,18759801470,1999-10-19
C0000400,Brandi,White,Female,14845993846,1926-03-24
C0000401,Kristin,Valenzuela,Female,76319014516,1930-07-16
C0000402,Clayton,Callahan,Male,32451884463,1939-03-03
C0000403,Eric,Meyer,Male,72315814688,1997-12-23
C0000404,Kayla,Lewis,Female,17226608480,1930-02-26
C0000405,Joanne,Rodriguez,Female,39905293671,1940-12-10
C0000406,John,Hall,Male,48812154477,1926-05-14
C0000407,Joanna,Snyder,Female,29891785934,1966-11-28
C0000408,Andrew,Perkins,Male,25960168307,1992-09-03
C0000409,Donna,Contreras,Female,21710623183,2006-02-28
C0000410,Katherine,Guerrero,Female,81442875581,1935-10-21
C0000411,Christian,Johnson,Male,57171238721,1980-05-28
C0000412,Robert,Zuniga,Male,90004731123,1923-12-16
C0000413,Michael,Mason,Male,68038612767,1960-02-01
C0000414,Keith,Byrd,Male,97047573665,1925-12-11
C0000415,John,Schneider,Male,79018952560,1942-10-10
C0000416,Timothy,Duran,Male,39407771599,1992-08-03
C0000417,Adam,Owens,Male,69106693978,2001-01-26
C0000418,Christopher,Mathis,Male,88587569796,1930-01-04
C0000419,Ashley,Flynn,Female,46429287986,1942-11-15
C0000420,Michael,Lopez,Male,30475257647,1977-03-10
C0000421,Colleen,Lopez,Female,19837528113,1977-06-02
C0000422,Sarah,Bender,Female,16762804346,1965-02-11
C0000423,Cody,Gonzalez,Male,12434711105,1924-10-09
C0000424,Logan,Burns,Male,32956824895,1958-03-14
C0000425,Crystal,Morales,Female,66579544447,1944-11-27
C0000426,David,Thompson,Male,76696641154,1977-01-04
C0000427,Monica,Green,Female,56199995078,1986-05-28
C0000428,Alex,Stout,Male,33153311852,1961-10-07
C0000429,Samantha,Lane,Female,43110485680,1949-04-22
C0000430,Sherry,Thomas,Female,42419063982,1936-10-30
C0000431,Kathryn,Chandler,Female,33357685241,1990-01-23
C0000432,David,Choi,Male,21733591699,1994-10-16
C0000433,Michelle,Prince,Female,14096207021,1948-06-11
C0000434,Selena,Allison,Female,93551557662,1942-04-13
C0000435,Melissa,Williams,Female,82669369294,1936-04-05
C0000436,Angela,Taylor,Female,55451472894,1952-09-23
C0000437,Kyle,Walsh,Male,19698304383,1937-08-20
C0000438,Deanna,Mendez,Female,74182658230,1929-06-29
C0000439,Bradley,Dominguez,Male,66840050011,1960-05-20
C0000440,Samantha,Ferguson,Female,90091162947,1936-03-24
C0000441,David,Allen,Male,57928158846,1926-02-23
C0000442,Gabriel,Parsons,Male,53445672869,1977-10-16
C0000443,Danielle,Garza,Female,76242327377,1994-03-09
C0000444,Luis,Hill,Male,68839918800,1934-03-28
C0000445,Kenneth,Smith,Male,54734382335,1960-02-04
C0000446,Steven,Day,Male,94452122411,1969-05-11
C0000447,Nicole,Baxter,Female,42121487727,1993-03-03
C0000448,Clayton,Cobb,Male,36427670223,1988-11-15
C0000449,Kimberly,Williams,Female,47510832489,1941-02-10
C0000450,Christopher,Lane,Male,80640583212,2002-03-30
C0000451,Gary,Murray,Male,10874506993,1954-03-12
C0000452,Clinton,Chandler,Male,28604840183,1927-05-25
C0000453,Timothy,Costa,Male,48036423110,1992-04-27
C0000454,Shannon,Lewis,Female,40566857122,1968-08-05
C0000455,Roger,Johnson,Male,64938512130,1982-07-11
C0000456,Mandy,Thompson,Female,26096892435,1976-01-01
C0000457,Cameron,Lewis,Male,78882339685,1983-08-31
C0000458,Alexander,Hickman,Male,97894671066,1967-04-15
C0000459,Monica,White,Female,92988586187,2002-07-18
C0000460,Eric,Gonzalez,Male,16024630360,1972-07-20
C0000461,John,Smith,Male,39726382342,1971-10-04
C0000462,Steven,Moore,Male,41947787575,1958-01-01
C0000463,Jack,Allen,Male,60139396929,1935-02-13
C0000464,Ashley,Stafford,Female,31695823887,1972-10-04
C0000465,Elizabeth,Mann,Female,45591836495,1935-01-13
C0000466,Katherine,May,Female,84586456610,1946-09-21
C0000467,Heather,Heath,Female,72045516195,1934-11-23
C0000468,Desiree,Weber,Female,91038885926,1972-11-25
C0000469,Christina,Arroyo,Female,90129644382,1998-01-02
C0000470,Michael,Ellis,Male,37873349089,1944-04-09
C0000471,Jacob,Robinson,Male,72376888407,1952-08-19
C0000472,Kevin,Riley,Male,87402971565,1990-05-09
C0000473,Stephen,Owens,Male,55991133381,2004-05-05
C0000474,Christina,Padilla,Female,96921753852,1989-10-02
C0000475,Jaime,Franco,Female,72832171066,1978-02-24
C0000476,Alexander,Zamora,Male,12380796752,1975-07-20
