employee_id,gender,username,first_name,last_name,birthday,branch_id
EMP000404,Female,peter14,Xiu Zhen,Tan,1963-09-01,GY044629
EMP000405,Female,tommy32,Lin,Hu,1962-02-16,GY906280
EMP000408,Male,fbrowning,Xiu Fang,Huo,1985-01-14,GY738383
EMP000413,Female,james55,Li,Ke,2000-02-16,GY806261
EMP000415,Male,dlawrence,Lei,Li,1967-06-14,GY016755
EMP000421,Female,vmartinez,Lan Ying,Huang,2006-12-31,GY971559
EMP000426,Male,pamela08,Hao,Cai,1962-09-07,GY647065
EMP000430,Female,laurenkim,Xiang,Wei,1971-03-20,GY343882
EMP000435,Female,gwilkins,Xiu Mei,Li,1984-07-04,GY856797
EMP000436,Female,amandabooker,Na,Du,2001-02-01,GY363976
EMP000445,Female,nwhite,Kai,Zhu,1993-08-05,GY247996
EMP000453,Male,wilsonlisa,Bin,Huang,1966-12-29,GY347205
EMP000454,Female,rachaelmiller,Yang,Wang,1976-07-01,GY767515
EMP000457,Female,derek16,Tao,Pan,1978-12-30,GY311011
EMP000459,Female,petersonsarah,Rong,Jiang,1973-03-18,GY710633
EMP000464,Male,brownashley,Qian,Liu,1987-06-26,GY468688
EMP000467,Male,leeamber,Jian Jun,Zhang,1963-10-25,GY790511
EMP000468,Female,hallelizabeth,Rui,Yi,1986-01-15,GY731294
EMP000476,Female,morganelizabeth,Xiu Hua,Liu,1964-08-26,GY517505
EMP000477,Male,victoriahernandez,Yu Hua,Tang,1990-05-25,GY981013
EMP000478,Female,erikadixon,Gui Fang,Li,1994-05-08,GY609396
EMP000480,Male,matthew44,Hui,Wei,1965-03-14,GY217212
EMP000488,Female,kwilliams,Kun,Wu,1979-11-28,GY823802
EMP000489,Female,sharon68,Feng,Zhong,1962-11-17,GY401799
EMP000499,Male,zgonzalez,Shu Hua,Dong,1985-04-17,GY287631
EMP000503,Female,jordankathy,Lei,Lin,1974-06-12,GY030894
EMP000505,Male,wmiller,Cheng,Zhao,1990-09-28,GY321824
EMP000511,Male,butlerjohn,Cheng,Huang,1969-10-31,GY906280
EMP000514,Female,ericksonjade,Gui Fang,Cai,1993-04-16,GY634329
EMP000518,Male,tasha98,Chao,Zhong,1978-09-11,GY298189
EMP000520,Female,edwardskatie,Ning,Lv,1988-07-16,GY160132
EMP000521,Female,jhernandez,Yu Lan,Guo,1960-12-08,GY840295
EMP000522,Male,angelajames,Xiu Yun,Wu,1980-11-07,GY299390
EMP000527,Male,todd39,Yu,Wang,2002-08-19,GY237515
EMP000532,Female,zjuarez,Bin,Chen,2006-01-11,GY731294
EMP000535,Male,alexandria27,Xin,Ma,1981-05-13,GY677957
EMP000546,Female,rebecca79,Yu,Hua,2006-05-03,GY217212
EMP000549,Male,youngpamela,Jun,Xie,1987-01-08,GY057253
EMP000550,Female,caitlin59,Li Juan,Geng,1993-11-26,GY496637
EMP000554,Male,jacksonjohn,Jun,Ni,1977-11-14,GY439927
EMP000558,Female,millsluis,Xiu Yun,Zhu,1998-05-08,GY402518
EMP000561,Female,angela65,Ping,Li,1977-01-27,GY362704
EMP000564,Female,turnercassandra,Lei,He,2002-06-28,GY293056
EMP000565,Male,lortiz,Hao,Shi,1976-08-13,GY509970
EMP000566,Male,mariorobinson,Feng,Jiao,1979-11-05,GY178554
EMP000568,Male,vallen,Jian,Li,1966-10-25,GY637908
EMP000569,Male,wgreen,Fei,Sun,2003-09-19,GY894210
EMP000570,Male,shannondavid,Hui,Xiao,1992-12-20,GY484509
EMP000571,Female,jenna44,Chao,Huang,1995-07-28,GY031092
EMP000576,Male,xvelez,Li Li,Wang,1992-05-19,GY122792
EMP000579,Female,keverett,Yu Zhen,Bao,1976-02-12,GY977314
EMP000581,Male,emilymccormick,Dong,Xu,1981-07-27,GY933010
EMP000583,Male,colin35,Ping,Zhang,1994-12-02,GY111447
EMP000586,Female,michaelhill,Huan,Huang,1984-09-16,GY458464
EMP000587,Male,wilsontimothy,Huan,Zhang,1986-10-27,GY789543
EMP000588,Female,tracywilson,Li Juan,Guo,1965-03-26,GY694862
EMP000592,Female,williamschristopher,Lei,Li,1983-08-11,GY093455
EMP000594,Female,allendavid,Xiu Hua,Li,1995-10-03,GY301842
EMP000595,Male,charles37,Li,Fu,2001-02-08,GY894722
EMP000603,Male,melissa35,Ning,Mou,1983-01-18,GY031092
EMP000606,Male,jacobmiles,Lu,Zhao,1991-11-28,GY206759
EMP000611,Male,gwashington,Hui,Wang,1970-10-16,GY731037
EMP000616,Male,paul90,Gang,Xu,1972-07-12,GY475186
EMP000617,Male,nicholas52,Wen,Ju,1975-06-20,GY217212
EMP000618,Male,morgandaniel,Yan,Su,1979-01-12,GY971559
EMP000627,Male,nathanielmatthews,Xiu Rong,Ren,2006-12-02,GY012902
EMP000631,Male,garrett71,Yong,Chen,1995-04-01,GY434067
EMP000633,Male,kevinmurray,Gui Ying,Chen,1968-06-23,GY005024
EMP000638,Female,amybradshaw,Ping,Zhang,1984-04-01,GY408962
EMP000641,Female,katelyn72,Xu,Wang,1984-02-16,GY164333
EMP000645,Female,jamesmoore,Jian Guo,Peng,1980-12-26,GY002066
EMP000646,Male,bassjames,Juan,Tao,1964-11-23,GY899684
EMP000647,Female,kathrynyoung,Bing,Chen,1964-02-26,GY484509
EMP000656,Male,cherylallen,Yu Zhen,Li,1980-06-13,GY557894
EMP000665,Male,rebecca12,Xin,Ou Yang,1960-07-08,GY022320
EMP000667,Female,marcus54,Shu Ying,Wang,1971-10-02,GY708981
EMP000672,Female,frazierwesley,Gui Rong,Deng,2005-02-01,GY710633
EMP000674,Female,ijordan,Feng,Xu,1971-09-18,GY277115
EMP000675,Male,brian51,Gui Zhi,Wang,1976-12-12,GY529872
EMP000676,Female,alan28,Lin,Gu,1982-01-27,GY319687
EMP000679,Female,michelle34,Peng,Yan,2002-02-16,GY767515
EMP000680,Female,bryan94,Yu,Chen,1970-05-26,GY001836
EMP000681,Male,robert50,Kun,Han,2003-03-08,GY642904
EMP000686,Female,barrjacob,Qian,Xing,1994-11-29,GY665030
EMP000687,Male,shannon75,Dong,Liu,1969-10-15,GY617968
EMP000688,Female,robertthomas,Tao,Chen,1968-12-07,GY648349
EMP000690,Male,currydestiny,Jian,Ye,1983-03-02,GY980682
EMP000696,Male,vcollins,Fan,Yu,2002-02-04,GY603473
EMP000704,Male,johnsonchristine,Yu,Li,1988-06-09,GY396267
EMP000708,Male,osbornealfred,Xiu Fang,Zhu,1983-01-17,GY777965
EMP000730,Male,scott89,Shu Ying,Han,1988-11-12,GY120093
EMP000732,Male,qbrown,Xiu Rong,Wang,1970-02-06,GY279614
EMP000733,Male,daniellefoster,Hao,Huang,1989-01-22,GY234853
EMP000734,Male,daisyschmitt,Ling,Yang,1965-07-17,GY345111
EMP000736,Female,andersonlucas,Fan,Cai,1998-09-28,GY915577
EMP000738,Male,kirktravis,Fang,Fu,1969-01-16,GY506258
EMP000741,Male,rmarquez,Gui Zhen,Liu,1970-02-20,GY963870
EMP000742,Male,brendawells,Rong,Sun,1998-04-16,GY494554
EMP000743,Male,ryan69,Xiu Fang,Wu,1999-09-23,GY219584
EMP000748,Male,mckeetyler,Yan,Chen,1983-01-11,GY002066
EMP000749,Female,christopherchapman,Xiu Mei,Deng,2005-10-27,GY736462
EMP000753,Female,allenrebecca,Hai Yan,He,1988-06-21,GY088504
EMP000754,Female,gabriella00,Xin,Lin,1981-07-13,GY514371
EMP000758,Female,kristenmiller,Xiu Ying,Sun,1997-06-03,GY318828
EMP000763,Female,lgutierrez,Li Hua,Wu,1979-03-06,GY321824
EMP000769,Male,mhughes,Min,Fang,1962-11-05,GY910127
EMP000775,Female,shawn18,Bin,Zhang,1978-06-21,GY583406
EMP000777,Female,scott29,Xiang,Zou,1984-02-04,GY458464
EMP000778,Female,bentleykendra,Yu,Huang,2006-03-03,GY874746
EMP000779,Male,lhughes,Jian Ping,He,2003-03-30,GY897971
EMP000789,Female,hillsarah,Min,Zhu,1967-04-27,GY742899
EMP000790,Male,melissastokes,Jian Jun,Zhong,1998-05-26,GY869373
EMP000793,Female,danalutz,Min,Huang,1979-10-15,GY241104
EMP000797,Male,alexandra35,Peng,Liu,1983-06-23,GY507004
EMP000802,Female,sandersdeborah,Gui Zhi,Wu,2001-05-02,GY135604
EMP000806,Male,blackkeith,Jian,Zhu,1977-03-04,GY986273
EMP000815,Male,snowheather,Nan,Xu,1966-05-06,GY597180
EMP000821,Female,todd74,Li Juan,Wang,1966-01-28,GY036284
EMP000823,Female,jamesgarza,Lin,Wang,2005-01-19,GY636825
EMP000826,Female,alan44,Long,Wang,1983-12-31,GY119246
EMP000831,Female,mariothompson,Xiu Hua,Huang,1966-04-02,GY745829
EMP000834,Male,vdavid,Jun,You,2000-03-29,GY434067
EMP000837,Female,steven05,Jin Feng,Chen,1976-10-03,GY710633
EMP000839,Male,danielsharon,Yang,Song,1966-08-07,GY806261
EMP000855,Male,alectaylor,Xu,Tang,1982-12-15,GY075902
EMP000857,Male,shawn84,Kun,Wu,1974-09-28,GY723266
EMP000859,Male,sreese,Li,Liu,1987-11-20,GY076629
EMP000862,Male,maryvaughan,Gui Xiang,Xie,1987-11-25,GY749020
EMP000867,Male,vjacobs,Shu Hua,Hou,1975-06-21,GY089560
EMP000872,Male,wesleyestes,Hao,Xiong,1967-07-29,GY531002
EMP000875,Male,jason55,Tao,Mai,1998-08-01,GY005024
EMP000876,Female,charlottesmith,Feng Lan,Ceng,1965-05-12,GY981013
EMP000880,Male,jacqueline77,Qin,Hao,1977-01-25,GY077375
EMP000894,Male,mooreamy,Jie,Liang,1960-10-23,GY791340
EMP000895,Female,joshua17,Rong,Tian,2003-06-28,GY335761
EMP000896,Male,tami56,Jian,Wang,1965-01-10,GY975412
EMP000899,Female,annepayne,Tao,Fu,1967-03-30,GY847791
EMP000903,Male,carolyntran,Hao,Li,1966-10-12,GY318828
EMP000915,Female,scottbrian,Yu,Guo,1979-06-11,GY119246
EMP000916,Female,wendy47,Fan,Li,1968-06-27,GY030894
EMP000921,Female,littlemonique,Hong Xia,Wang,1996-02-22,GY111447
EMP000923,Male,sharon02,Lin,Tang,2001-07-26,GY163937
EMP000925,Female,ianfernandez,Yu Ying,Deng,1963-06-05,GY417521
EMP000927,Male,usantiago,Mei,Du,2003-03-19,GY910127
EMP000932,Male,laurenhester,Yu Lan,Liu,1965-02-17,GY234046
EMP000935,Female,fheath,Feng Ying,Li,1977-11-01,GY199252
EMP000938,Female,qmahoney,Jun,Li,1962-01-03,GY667912
EMP000940,Male,schultzandrew,Wei,Yang,1995-06-24,GY584314
EMP000941,Male,markthomas,Na,Yu,1997-04-15,GY642966
EMP000943,Female,toddhawkins,Shu Ying,He,2003-01-10,GY585055
EMP000944,Female,melissa54,Jin Feng,Luo,1982-07-12,GY464463
EMP000947,Male,ndixon,Ping,Xue,1994-01-06,GY466738
EMP000951,Female,tyler64,Hong Mei,Xu,2005-06-27,GY647065
EMP000964,Female,ystewart,Lu,Song,1999-09-12,GY362156
EMP000967,Female,nicole95,Qin,Zhao,1970-08-14,GY777965
EMP000973,Female,lawsonfrank,Xiang,Hu,1984-10-18,GY548709
EMP000975,Male,salinasallison,Li Juan,Huang,1999-12-05,GY292189
EMP000976,Female,russellmicheal,Lei,Liu,2004-10-29,GY558846
EMP000979,Male,keithalan,Jian,Fu,1998-07-29,GY650498
EMP000985,Female,kathryn22,Hong Mei,An,1960-05-11,GY247996
EMP000995,Male,donaldmiller,Dan,Song,1967-10-24,GY859458
EMP000998,Male,kellyscott,Gui Zhen,Meng,1964-06-29,GY036284
EMP001000,Male,timothy92,Bin,Xiao,1972-12-12,GY269076
EMP001006,Male,michael13,Juan,Ou,1983-02-05,GY665030
EMP001009,Male,fholloway,Xu,Zheng,1962-09-19,GY574556
EMP001010,Male,fphillips,Lin,Yang,2006-05-11,GY163764
EMP001015,Male,mirandaroger,Lan Ying,Jiang,1981-06-29,GY345111
EMP001016,Female,ortizsuzanne,Ping,Wei,1967-10-26,GY292672
EMP001020,Female,thernandez,Dan Dan,Chang,1977-06-27,GY240366
EMP001023,Female,judywebb,Yu Zhen,Huo,1992-03-05,GY067302
EMP001024,Male,heidismith,Jian Hua,Zhuo,1984-03-28,GY126731
EMP001025,Female,margaret96,Rong,Gong,2003-10-22,GY434067
EMP001029,Male,icarr,Chao,Liu,1963-03-24,GY335106
EMP001041,Female,jblankenship,Bo,Wang,1996-06-19,GY725781
EMP001045,Female,framirez,Fang,Hu,1989-05-18,GY541992
EMP001047,Male,emilyaguilar,Yan,Liu,1969-09-09,GY647526
EMP001048,Female,andrewhernandez,Jun,Luo,1990-08-31,GY434067
EMP001050,Female,tylerwilson,Gui Lan,Fan,1986-07-15,GY906112
EMP001057,Male,jessicahall,Yan,Hu,2003-06-25,GY211939
EMP001059,Female,dianabrown,Chao,He,1977-08-09,GY120093
EMP001063,Male,johnsonshawn,Shu Hua,Lu,1986-07-18,GY958466
EMP001065,Female,justinmason,Yu Ying,Tan,1975-03-07,GY767515
EMP001072,Male,hlopez,Shu Lan,Hou,1994-07-04,GY564374
EMP001074,Male,adrian69,Chun Mei,Qin,1963-01-02,GY513849
EMP001077,Female,kevin13,Hong Mei,Cui,1964-07-27,GY723266
EMP001085,Female,ubailey,Ning,Liang,2002-02-23,GY632126
EMP001087,Male,xbenson,Hui,Zhang,2000-03-20,GY605115
EMP001088,Male,bmorrison,Yong,Yang,1998-12-15,GY778117
EMP001095,Male,delgadowendy,Ying,Liu,2001-08-03,GY195642
EMP001099,Female,dana50,Hong Mei,Nong,2004-06-09,GY574556
EMP001102,Female,codyvasquez,Xiu Yun,Cui,1962-12-09,GY531002
EMP001104,Female,leekelly,Mei,Wang,1965-11-27,GY347205
EMP001107,Male,freycharles,Gang,Luo,1971-01-11,GY554043
EMP001108,Female,craighood,Gui Xiang,Yang,1961-05-22,GY871000
EMP001109,Female,gmartin,Yang,Liu,1966-10-02,GY182632
EMP001119,Female,pnelson,Yu Ying,Yang,1982-03-20,GY463586
EMP001139,Male,ublack,Hao,Zhou,1981-01-18,GY401799
EMP001145,Female,egross,Kun,Su,2003-10-12,GY523205
EMP001154,Female,opayne,Yang,Huang,1987-09-27,GY454455
EMP001157,Male,kathymiller,Jun,Chen,1999-12-16,GY819261
EMP001161,Female,martin30,Qin,Li,1963-09-25,GY031092
EMP001164,Male,yvonnemoore,Xin,Liu,1996-10-31,GY101512
EMP001165,Female,ashleyrose,Xiu Yun,Han,1963-04-26,GY927923
EMP001166,Female,katherine80,Ting,Li,1967-04-22,GY121651
EMP001168,Female,carol93,Jun,Chen,1986-11-27,GY316089
EMP001170,Male,hbrandt,Zhi Qiang,Zhu,1963-05-30,GY195642
EMP001174,Male,cody35,Wen,Li,2005-06-22,GY110247
EMP001177,Male,dortiz,Ping,Na,1960-04-26,GY450092
EMP001179,Male,fwilson,Peng,Zhang,1987-10-13,GY605115
EMP001194,Male,brandonarnold,Shu Ying,Wang,1964-03-07,GY554043
EMP001195,Male,tiffany99,Gui Zhi,Fan,2006-03-06,GY206759
EMP001196,Female,ostevens,Yu,Li,1986-12-13,GY192353
EMP001198,Female,kmoss,Ting,Zhang,1961-03-17,GY581745
EMP001199,Male,santiagoleonard,Jia,Yu,1991-07-12,GY632126
EMP001200,Male,catherine60,Qin,Li,1964-12-02,GY847791
EMP001202,Male,ashleyhale,Yang,Tian,1998-06-17,GY366052
EMP001204,Female,kristibenson,Juan,Cheng,2003-06-25,GY731037
EMP001205,Female,bowmanshannon,Wei,Chen,1995-06-06,GY617100
EMP001206,Female,dianastephens,Gui Xiang,Geng,1992-06-30,GY301925
EMP001210,Male,amberwagner,Lei,Chen,1986-12-15,GY718818
EMP001212,Female,tonyowens,Xiu Hua,Han,1979-11-13,GY067302
EMP001218,Male,francisco99,Ting Ting,Shi,1986-03-14,GY118273
EMP001219,Male,parkdominic,Hong Mei,Zhang,1988-05-18,GY112881
EMP001222,Male,thomaspaige,Fang,Hu,2001-03-09,GY818650
EMP001224,Female,masonstephanie,Qian,Feng,1963-03-23,GY582497
EMP001226,Female,james76,Yan,Jia,1985-11-18,GY840295
EMP001227,Female,kathleen87,Yang,Wan,1988-01-27,GY186322
EMP001229,Male,ritamartinez,Xiu Hua,Yan,1985-04-16,GY073310
EMP001231,Female,watsonmichael,Xiu Rong,Du,1975-10-16,GY178554
EMP001233,Female,srobinson,Yun,Ye,1969-11-27,GY894722
EMP001237,Male,brendaevans,Lin,Liu,1967-01-30,GY733568
EMP001239,Female,rickywilliams,Chun Mei,Wang,1997-10-01,GY870819
EMP001240,Male,justin35,Jian,Wang,1973-11-28,GY492837
EMP001241,Female,richardsonkathleen,Li,Zhang,1984-07-20,GY298189
EMP001242,Male,robert84,Hua,Yang,1979-12-28,GY464463
EMP001243,Female,nicholas87,Wen,Yuan,1983-10-21,GY651953
EMP001249,Female,andersongeorge,Bing,Zhao,1976-12-01,GY156218
EMP001252,Female,morrismichelle,Shuai,Zhan,1968-11-23,GY897675
EMP001258,Female,xsullivan,Xin,Yang,2006-11-17,GY856797
EMP001260,Male,ocarlson,Gang,Tian,1992-10-28,GY965315
EMP001263,Male,mercermichael,Dong Mei,Gong,1999-01-23,GY135604
EMP001264,Female,julienichols,Jian Jun,Chi,1986-09-01,GY588203
EMP001268,Male,lopezcarolyn,Yan,Qiu,1979-12-24,GY581906
EMP001272,Female,george39,Jing,Dan,2001-01-26,GY989437
EMP001278,Male,thompsonamy,Bin,Yang,1991-01-24,GY494554
EMP001281,Female,carterbradley,Yu Ying,Peng,1966-11-14,GY584314
EMP001285,Female,lopeztravis,Yu,Pan,1984-02-05,GY745829
EMP001287,Male,pamela14,Gui Xiang,Liu,1975-09-06,GY778117
EMP001288,Female,breannahoward,Shu Hua,Yu,1981-07-23,GY392017
EMP001294,Female,huffmandevin,Hui,Dang,1990-12-21,GY966049
EMP001297,Male,christina82,Li,Pang,1987-08-13,GY187794
EMP001304,Male,cmartinez,Yan,Jiang,1986-11-10,GY434067
EMP001307,Male,melissa46,Jian Hua,Li,1968-02-21,GY142942
EMP001311,Female,caitlinmiller,Xu,Lei,1992-08-14,GY121651
EMP001314,Female,ashleynolan,Yu Zhen,Lu,2005-08-09,GY731294
EMP001315,Female,ljarvis,Lin,Pei,1981-11-23,GY301925
EMP001316,Male,wstone,Min,Jin,1968-02-23,GY819531
EMP001320,Male,anthony82,Li,Wu,1984-04-04,GY238335
EMP001321,Female,rhonda65,Dong Mei,Liu,1964-03-25,GY338994
EMP001325,Female,sean04,Qian,Yang,2001-06-13,GY774985
EMP001326,Male,casey78,Xiu Hua,Ma,1983-02-13,GY610057
EMP001332,Female,sheila14,Yu,Ming,1987-11-25,GY016663
EMP001334,Male,wwright,Hong,Li,1976-08-22,GY013037
EMP001344,Male,richard28,Shu Hua,Liu,1984-12-11,GY458464
EMP001345,Male,matthew72,Jun,Lv,1988-01-17,GY272998
EMP001348,Male,cruzcindy,Feng,Ceng,1995-10-20,GY564374
EMP001349,Male,jerry69,Chen,Liu,1963-05-08,GY021495
EMP001357,Female,schultzshane,Jian Guo,He,1974-03-15,GY345111
EMP001359,Male,judygonzalez,Hong Mei,Deng,1979-11-27,GY527930
EMP001367,Female,annaskinner,Ling,Zhang,2004-04-10,GY780306
EMP001369,Female,olang,Jian Ping,Liu,1980-05-02,GY097232
