employee_id,gender,username,first_name,last_name,birthday,branch_id
EMP000497,Female,mirandaolson,Li,Liu,1996-12-11,GY384578
EMP000516,Female,christina17,Xiu Yun,Duan,2000-10-09,GY650498
EMP000526,Male,cwilson,Xin,Xiong,1989-08-04,GY402518
EMP000528,Male,alexandervalerie,Gui Xiang,Xiong,1991-11-18,GY434067
EMP000531,Male,amberfowler,Jun,Geng,1972-09-14,GY012902
EMP000557,Male,stacey18,Jing,Ren,1988-01-16,GY182632
EMP000573,Male,hoffmanmeredith,Yan,Lou,2004-02-24,GY870748
EMP000585,Male,hansonkristina,Kai,Liu,1997-09-04,GY677957
EMP000590,Female,suzanne98,Yu Mei,Chen,2003-12-09,GY948649
EMP000604,Male,ortegajohn,Yan,Li,1993-06-06,GY237515
EMP000620,Male,oyoder,Gui Hua,Lu,2002-09-29,GY246954
EMP000625,Male,madisonhicks,Hui,Wang,2003-03-31,GY121651
EMP000635,Male,richard63,Jun,Wen,1970-09-21,GY826649
EMP000650,Female,yparker,Zhi Qiang,Jiang,1977-08-18,GY732955
EMP000651,Male,larachristopher,Lei,Lin,2002-07-16,GY710633
EMP000653,Male,virginia63,Dong Mei,Ma,1986-06-18,GY244457
EMP000657,Male,paul09,Juan,Huang,1967-07-02,GY732955
EMP000660,Female,michaelphillips,Li,Ma,2006-03-02,GY263268
EMP000693,Male,allenhawkins,Jie,Xia,1965-09-16,GY986273
EMP000699,Female,escobarrobert,Min,Liao,1990-07-29,GY999136
EMP000706,Female,richaaron,Bo,Huang,1993-06-22,GY936387
EMP000712,Female,marktaylor,Gui Ying,Gan,1990-10-04,GY187794
EMP000713,Female,jhickman,Jian Guo,Yan,1994-09-18,GY910127
EMP000718,Female,melissatapia,Ning,Jiang,2005-01-01,GY288855
EMP000721,Male,wallaceeric,Peng,Lai,1976-09-26,GY617100
EMP000723,Female,shane42,Lin,Li,1990-07-15,GY010216
EMP000724,Male,ibryant,Yu Lan,Zhang,1969-08-22,GY701267
EMP000744,Female,melissahart,Yu Lan,Shi,1992-06-12,GY842441
EMP000751,Female,dustinwilliams,Min,Luo,2005-04-03,GY870748
EMP000756,Male,greenlisa,Fang,Ye,1982-07-08,GY296216
EMP000760,Male,cjohnston,Wen,Peng,1971-04-05,GY856797
EMP000764,Female,chadbooker,Ting Ting,He,2003-01-04,GY265053
EMP000771,Male,barnettwarren,Li Juan,Zhou,1969-04-23,GY859376
EMP000804,Male,fpage,Ning,Wang,1985-06-03,GY818650
EMP000809,Female,simmonsanthony,Gui Xiang,Xu,1990-02-22,GY933010
EMP000817,Male,pwebb,Yang,Pang,1974-01-14,GY052296
EMP000818,Male,cathyford,Wen,Cao,2000-12-12,GY079008
EMP000832,Male,kenneth19,Jing,Huang,1991-02-07,GY301043
EMP000840,Male,fordmelissa,Ping,Chen,2004-05-27,GY263575
EMP000847,Female,jimenezfrederick,Gui Zhen,Chen,1982-04-27,GY659968
EMP000853,Male,heathertanner,Shu Lan,Zhou,1960-07-28,GY272998
EMP000858,Male,candaceallen,Xiu Hua,Zhang,1974-08-14,GY780316
EMP000871,Female,tracy57,Ping,Zhao,1978-05-31,GY408962
EMP000878,Male,hmiller,Xiu Zhen,Zhang,1965-10-14,GY701267
EMP000901,Female,deborahpineda,Lin,Huang,1986-06-18,GY293320
EMP000924,Male,vanessa56,Xin,Yang,1999-06-21,GY698479
EMP000936,Male,baileyjonathan,Rong,Pang,1964-09-23,GY439934
EMP000971,Male,rogersbarry,Bo,Guo,1979-07-23,GY496637
EMP000974,Female,charles42,Hong Xia,Pan,2004-02-08,GY093455
EMP000981,Female,collinsrebecca,Xin,Qiu,1985-10-03,GY073310
EMP000987,Male,stephensanchez,Yu Ying,Wang,2001-12-26,GY178554
EMP001011,Male,deborah42,Xu,Zhang,1999-03-12,GY030894
EMP001013,Male,tarameadows,Liu,Lu,1998-01-16,GY729889
EMP001036,Male,kurtwhite,Xiu Zhen,Lan,1980-02-01,GY073310
EMP001044,Female,knightsean,Li,Ye,1990-05-01,GY397167
EMP001049,Female,bassmichael,Chun Mei,Zhang,1974-04-25,GY790511
EMP001051,Female,jason53,Min,Tan,1968-04-22,GY160132
EMP001061,Male,campbellheather,Jie,Shi,1968-03-30,GY314731
EMP001066,Female,brittanycontreras,Ying,Zhu,1975-05-31,GY059585
EMP001089,Female,oneillmichael,Xia,Zhu,1964-07-14,GY272933
EMP001112,Female,dustinbridges,Na,Li,1999-12-13,GY056592
EMP001118,Female,kayla98,Chang,Zhang,1966-02-25,GY548709
EMP001128,Male,christopher55,Yu,Gu,1990-10-18,GY002066
EMP001131,Male,oconnorkristin,Hui,Chen,1986-10-08,GY164333
EMP001141,Female,jacobaustin,Feng,He,1993-12-13,GY585055
EMP001148,Male,udouglas,Chang,Cheng,1965-11-20,GY597180
EMP001151,Female,ashleyvelez,Hao,Fang,2006-02-18,GY130310
EMP001155,Female,andersonfelicia,Bing,Jiang,1968-05-04,GY332109
EMP001160,Male,joseph72,Bo,Shu,1997-03-30,GY588129
EMP001169,Female,katherine68,Feng,Shen,2003-04-12,GY223648
EMP001180,Female,jenniferhanson,Kun,Dai,1995-05-05,GY999136
EMP001193,Female,lisa71,Dan Dan,Zhang,2004-03-05,GY362704
EMP001221,Male,karen65,Bin,Hu,1998-11-17,GY517505
EMP001223,Male,donburch,Yang,Jiang,1993-10-15,GY897675
EMP001230,Male,owhitney,Bo,Ge,2003-05-29,GY298189
EMP001259,Male,podonnell,Na,Jiang,1960-07-26,GY013037
EMP001275,Male,bryantpaul,Wen,Ma,1965-08-11,GY936387
EMP001282,Male,georgemccullough,Lan Ying,Cai,1994-01-26,GY593541
EMP001284,Female,wendy18,Xue Mei,Wang,2004-02-27,GY494112
EMP001289,Female,wilsonfred,Yan,Wang,1972-01-23,GY642904
EMP001290,Female,bryan39,Fang,Ji,1969-09-08,GY301043
EMP001309,Female,ernestdavis,Xiao Hong,Zhao,2004-03-10,GY021495
EMP001313,Male,shane80,Yan,Zhang,1996-08-05,GY192353
EMP001319,Female,jenkinstracie,Hai Yan,Tang,1965-03-04,GY897675
EMP001323,Male,jameswright,Feng Ying,Wei,1966-09-26,GY281434
EMP001330,Female,zlynn,Yan,Wang,1999-10-21,GY217212
EMP001352,Male,josephrobertson,Yang,Fang,1991-07-02,GY958466
EMP001364,Male,rlindsey,Xue Mei,Li,1976-02-12,GY042346
EMP001368,Female,davisdavid,Hua,Chen,1992-11-29,GY247996
EMP001377,Male,phoward,Jian,Shang,1965-06-15,GY873460
EMP001385,Female,andersonmichelle,Wen,Wang,1982-09-26,GY514371
EMP001396,Female,elizabethkhan,Xia,Zhao,1980-05-06,GY710633
EMP001404,Male,nhunt,Bing,Su,1972-08-31,GY156218
EMP001407,Male,georgenathan,Hai Yan,Wang,1962-02-03,GY217212
EMP001408,Female,rebekah53,Lu,Wu,1960-05-10,GY848881
EMP001410,Male,parkstephen,Tao,Cui,2000-02-16,GY650498
EMP001420,Male,thompsonkara,Li Juan,Jiang,2004-10-19,GY417521
EMP001421,Male,robertsjessica,Ting,Li,1976-06-10,GY710633
EMP001433,Male,jessica83,Hua,Ma,1997-10-16,GY812001
EMP001438,Female,ramirezsteven,Lin,Zhang,1988-02-05,GY036284
EMP001442,Male,kathleen39,Yu Mei,Huang,2005-05-29,GY585055
EMP001463,Female,bhopkins,Qian,Ma,1995-07-06,GY915577
EMP001474,Male,svazquez,Chang,Tan,1973-03-02,GY794867
EMP001500,Male,steven97,Ming,Luo,1962-04-24,GY818650
EMP001501,Male,alejandra32,Jian Ping,Wei,2000-10-30,GY476708
EMP001505,Female,don91,Hua,Yang,1971-12-01,GY914039
EMP001506,Female,kmyers,Ming,Liu,1979-11-01,GY780316
EMP001533,Female,joneskevin,Gang,Liu,1980-03-17,GY627554
EMP001536,Female,ythomas,Shu Zhen,Fang,2003-02-23,GY648271
EMP001551,Male,vanessa03,Yu Mei,Guo,2003-05-07,GY998755
EMP001552,Male,oroach,Dong,Shi,1982-11-02,GY659968
EMP001553,Male,andrechandler,Jie,Gao,1984-08-23,GY481290
EMP001561,Male,marydaugherty,Chun Mei,Zheng,1990-05-08,GY723888
EMP001562,Male,amyowens,Yong,Guo,1990-07-29,GY803376
EMP001579,Female,meganwilliams,Li Juan,Li,2004-07-23,GY981013
EMP001591,Female,cblack,Xiu Mei,Du,1965-04-24,GY971559
EMP001599,Male,jonesaustin,Jing,Hu,1975-11-13,GY647065
EMP001602,Male,terridelgado,Gang,Zhao,1966-05-15,GY607076
EMP001627,Female,rogerssusan,Wei,Wu,1979-08-26,GY412567
EMP001628,Male,rachel00,Jian Jun,Li,1971-07-22,GY597180
EMP001629,Male,ncummings,Gang,Zhang,1986-09-27,GY698390
EMP001635,Female,fosterjennifer,Lan Ying,Ge,2002-12-15,GY618226
EMP001636,Female,kevin76,Yu Zhen,Xiao,2001-09-20,GY451678
EMP001640,Male,alyssaolson,Xiu Lan,Ou Yang,1982-12-11,GY311011
EMP001653,Female,moralesmichael,Yu Hua,Li,1988-04-15,GY499956
EMP001657,Female,mcdanieljohnny,Shu Hua,Zhang,1967-08-27,GY789441
EMP001699,Female,nbrock,Xin,Tang,1961-07-02,GY316089
EMP001709,Female,jenkinsjoann,Qian,Qin,1964-10-15,GY471743
EMP001710,Female,victoriaadams,Lei,Shen,1962-08-17,GY244457
EMP001711,Female,bookerjay,Li Li,Zhang,1980-04-08,GY852665
EMP001714,Female,stephaniewilliams,Xiu Zhen,Lin,1994-03-19,GY396267
EMP001718,Male,hsummers,Fei,Wu,1988-10-15,GY101512
EMP001721,Female,xli,Lin,Wang,2002-11-10,GY097232
EMP001731,Female,lauriesmith,Cheng,He,2006-08-25,GY105358
EMP001746,Male,ibeltran,Rui,Wang,1991-01-16,GY897675
EMP001749,Male,ericwilliams,Yan,Wang,1977-08-26,GY965315
EMP001753,Male,trevor52,Jia,Mo,1985-12-17,GY677957
EMP001765,Male,josephbates,Hui,Zhang,1998-04-13,GY171439
EMP001784,Female,xvaldez,Gui Zhen,Zhang,1989-08-30,GY206759
EMP001790,Male,kimberly36,Lu,Huang,1987-10-06,GY417521
EMP001799,Female,qwood,Ying,Ma,1989-03-26,GY699867
EMP001807,Male,abeasley,Jing,Liu,2001-10-01,GY247996
EMP001819,Male,vgibson,Li Juan,Zhao,1979-05-22,GY731294
EMP001821,Female,floresrobert,Yu Lan,Chen,2002-02-13,GY821646
EMP001829,Female,nicolegraham,Xiu Ying,Xu,2002-01-09,GY049953
EMP001833,Male,fhart,Min,Li,1963-01-23,GY903316
EMP001839,Male,loretta73,Rong,Chen,1990-10-06,GY349088
EMP001847,Male,lbernard,Shuai,Li,1974-03-30,GY437846
EMP001853,Female,lindaburns,Jian Jun,Yang,1986-09-22,GY507004
EMP001854,Female,cherryeric,Xin,Xiao,1991-07-18,GY738383
EMP001855,Female,iryan,Yan,Liang,1989-05-02,GY281197
EMP001858,Male,tuckercynthia,Bin,Zou,1964-02-24,GY293320
EMP001860,Female,veronica24,Wei,Tian,1981-09-04,GY748768
EMP001867,Male,bradley39,Dong Mei,Du,1995-02-22,GY836927
EMP001878,Female,zfields,Xiu Fang,Zhang,1968-04-26,GY254756
EMP001882,Male,jennifermontoya,Hai Yan,Zheng,1968-09-07,GY723888
EMP001886,Female,amandadavis,Li,Chen,1997-06-13,GY673083
EMP001895,Male,smithwilliam,Jun,Yuan,1971-12-04,GY337150
EMP001898,Male,nealbobby,Li,Wu,2003-01-06,GY178554
EMP001900,Male,jaredwerner,Zhi Qiang,Ceng,1980-07-06,GY883753
EMP001907,Male,courtneycardenas,Wen,Zhang,1999-06-12,GY711569
EMP001908,Female,susan65,Hua,Jiang,2004-04-15,GY647065
EMP001913,Male,yhahn,Xiu Lan,Chen,1962-06-26,GY836927
EMP001914,Male,calderonjacqueline,Jian Jun,Xu,1984-02-11,GY223648
EMP001929,Female,rsanders,Shu Zhen,Liu,1994-02-23,GY223648
EMP001949,Female,corygallagher,Ning,Cao,1990-08-06,GY263268
EMP001953,Male,laurenthompson,Shuai,Ma,1998-09-12,GY012902
EMP001966,Female,brownnathaniel,Zhi Qiang,Yang,1989-09-12,GY644309
EMP001973,Male,thomas30,Xue,Xu,1981-10-25,GY636825
EMP001990,Female,vvelazquez,Jing,Wang,1977-07-28,GY121520
EMP001996,Male,wilsonjohn,Jie,Han,1993-02-04,GY271083
EMP001998,Female,claytonkristy,Xiu Fang,Shi,1980-06-17,GY002066
EMP002001,Female,adam89,Dong,Feng,1978-01-18,GY962403
EMP002006,Female,fredwatson,Na,Deng,1996-03-12,GY384578
EMP002015,Female,barnesalbert,Feng,Li,2001-07-28,GY593541
EMP002025,Male,robertajones,Jing,Chen,1978-02-05,GY178554
EMP002028,Male,sotoelizabeth,Chen,Lu,1980-05-26,GY271083
EMP002036,Male,christinamurphy,Shu Ying,Tan,2006-12-01,GY460938
EMP002042,Male,lfisher,Bin,Qin,1972-01-23,GY848881
EMP002043,Male,eric53,Bing,Liu,1973-04-13,GY318828
EMP002050,Female,burkeantonio,Shu Hua,Zheng,1999-05-19,GY366052
EMP002053,Male,ericcastillo,Dong,Li,2005-10-28,GY738383
EMP002055,Female,kelsey82,Ling,Li,1964-01-13,GY211110
EMP002057,Male,harrelljonathan,Li Juan,Li,1975-06-24,GY101512
EMP002073,Male,elizabeth00,Jie,Hu,2004-04-27,GY642961
EMP002075,Female,briannewman,Shu Hua,Wang,1978-10-21,GY164333
EMP002086,Female,tranthomas,Ting,Qian,1964-06-05,GY048981
EMP002096,Female,cindy07,Xiu Mei,Yang,1987-12-12,GY750186
EMP002115,Male,carlbrown,Lu,Yang,1976-03-26,GY044629
EMP002123,Female,perkinsanthony,Xue,Gao,2003-08-27,GY925458
EMP002138,Female,carlospowell,Yong,Qin,1983-06-24,GY314731
EMP002143,Female,hoffmanheather,Na,Chen,1970-08-18,GY926196
EMP002145,Male,john63,Na,Li,1972-11-15,GY122792
EMP002151,Female,mcknightbethany,Gui Lan,Song,1997-02-23,GY745829
EMP002157,Female,othomas,Hui,Wang,1983-02-09,GY439934
EMP002161,Female,debrahaynes,Hong Xia,Yang,1987-05-01,GY534402
EMP002164,Male,nfranklin,Gang,Wang,2002-11-19,GY171439
EMP002185,Female,michellestuart,Juan,Zhang,1970-10-28,GY494112
EMP002191,Male,benjamin58,Yan,Yuan,2005-10-14,GY725291
EMP002205,Male,huffmanjack,Jie,Wang,1967-07-16,GY012902
EMP002225,Female,biancalopez,Lin,Zhang,1987-12-17,GY647065
EMP002255,Female,sara26,Ying,Wang,2002-11-05,GY379382
EMP002264,Male,tyler08,Liu,Jin,1979-01-11,GY750181
EMP002268,Male,afleming,Hua,Lei,1989-12-12,GY372028
EMP002272,Male,james59,Qiang,Tang,1977-06-12,GY822827
EMP002296,Male,simpsonemily,Yong,Zhang,1992-06-17,GY906280
EMP002297,Female,dominguezelizabeth,Yong,Gong,1976-05-09,GY557894
EMP002302,Male,hawkinsstephen,Lin,Jiang,1980-07-27,GY603473
EMP002307,Male,jeremy60,Xue Mei,Zhang,1981-11-17,GY314731
EMP002317,Male,bwilliamson,Jia,Shi,1978-03-08,GY603473
EMP002332,Female,james53,Jun,Li,1981-03-08,GY319687
EMP002337,Male,cookjackson,Yu Lan,Gao,2004-01-10,GY030894
EMP002352,Male,davisteresa,Xia,Zhao,2000-06-26,GY122792
EMP002369,Female,krivera,Wei,Li,2007-04-02,GY931396
EMP002371,Male,wattsjulia,Kun,Zhang,1976-02-16,GY644309
EMP002373,Female,hartmansusan,Gui Zhen,Zhu,2004-06-19,GY450975
EMP002379,Male,slloyd,Xiu Rong,Jin,1993-01-17,GY836927
EMP002393,Male,madelinemeyer,Yu,Du,2003-01-10,GY916456
EMP002405,Male,angela87,Yu Ying,Huang,1984-12-07,GY679093
EMP002407,Female,andrewmassey,Fan,Wang,1965-05-07,GY647065
EMP002409,Male,simmonsjuan,Ping,Jiang,1989-04-25,GY617100
EMP002416,Female,alvin36,Huan,Li,1970-06-12,GY859376
EMP002417,Female,christianperez,Xiu Zhen,Chen,1986-04-26,GY802309
EMP002421,Female,greenrussell,Yong,Hu,1999-10-17,GY496637
EMP002424,Male,hamptoncassandra,Jian Ping,Wang,1973-10-02,GY075553
EMP002426,Male,kennethbauer,Fan,Bai,1983-08-28,GY366052
EMP002429,Female,masontammy,Wei,Jiang,1985-03-15,GY496637
EMP002439,Male,alexander56,Gui Xiang,Zheng,1986-12-22,GY742899
EMP002442,Male,tonyharris,Mei,Wang,1993-12-30,GY780481
EMP002446,Male,brooke22,Shu Zhen,Zhu,2001-09-21,GY962403
EMP002447,Male,danielpugh,Yang,Zhou,1973-08-20,GY603473
EMP002458,Male,bruce45,Ying,Chen,1963-01-13,GY819531
EMP002461,Male,paulpatricia,Xiu Lan,Yang,1969-07-09,GY510083
EMP002464,Male,fwebb,Yan,Lin,1990-04-07,GY862758
EMP002472,Male,jholloway,Peng,Feng,1996-01-14,GY096774
EMP002489,Male,colechristopher,Jian Hua,Zhang,2006-02-17,GY130338
EMP002492,Male,margaret85,Chang,Wu,1990-03-13,GY174807
EMP002516,Female,devonfreeman,Hui,Jiang,1985-12-31,GY299390
EMP002541,Male,bcampos,Lu,Wu,1994-08-09,GY910127
EMP002544,Female,christophermcfarland,Dan,Chen,1974-12-30,GY588203
EMP002548,Male,brian16,Xiu Mei,Zheng,1963-03-02,GY384578
EMP002558,Female,ymclean,Kun,Lin,2004-11-30,GY869373
EMP002566,Male,bryan05,Li,Lu,1981-10-21,GY412567
EMP002567,Female,alan59,Dong Mei,Yang,1968-07-29,GY691966
EMP002600,Female,paulacrosby,Bing,Li,1975-02-10,GY647065
EMP002604,Male,prestoncynthia,Li,Jiang,2002-04-22,GY206759
EMP002622,Female,taguilar,Fang,Liu,1986-03-25,GY021148
EMP002623,Male,debra08,Xiu Rong,Han,1976-03-12,GY112881
EMP002642,Female,marquezann,Yu,Bao,1984-05-03,GY860050
EMP002644,Male,combscourtney,Tao,Chu,1990-10-19,GY687446
EMP002650,Female,jessestrong,Li Li,Xu,2005-02-26,GY725291
EMP002664,Female,melody70,Li Hua,Yang,2002-08-19,GY802309
EMP002681,Female,poncecrystal,Fan,Geng,1966-08-29,GY637908
EMP002689,Male,morrisryan,Wei,Zhou,1979-06-14,GY819261
EMP002699,Male,josephmoore,Gang,Wang,1973-08-28,GY052296
EMP002704,Male,taylorcarr,Ting,Fan,1962-12-21,GY496637
EMP002714,Female,carterjonathon,Fan,Chou,1962-08-12,GY965315
EMP002717,Male,franksantos,Xia,Jin,1970-05-05,GY914039
EMP002726,Female,geoffrey98,Li Li,Chen,1989-09-29,GY748681
EMP002737,Female,joshua02,Jing,Li,1964-03-12,GY789543
EMP002762,Female,klamb,Jian Guo,Zhu,1983-06-19,GY902238
EMP002765,Male,alisonmann,Jian,Xu,1963-05-15,GY784130
EMP002768,Female,nathanielmitchell,Kun,Xiao,1988-05-30,GY862758
EMP002772,Female,emily90,Jian Hua,Chen,1973-08-27,GY617968
EMP002787,Female,castrodawn,Tao,Liu,1975-11-23,GY962403
EMP002822,Female,jonathanlittle,Xiu Rong,Zhang,1995-02-21,GY897675
EMP002827,Female,kelly06,Rui,Shen,1999-07-08,GY427759
EMP002834,Male,vmccall,Shu Hua,Wang,1981-01-23,GY607076
EMP002846,Female,anthonygarcia,Fan,Zhu,1995-05-17,GY441092
EMP002855,Male,kendramorales,Li,Zhang,2002-02-28,GY463586
EMP002874,Male,shaffergregory,Bo,Ye,1975-01-04,GY239835
EMP002883,Female,brandtgeorge,Huan,Ling,1996-05-01,GY301203
EMP002892,Male,evelynpena,Ting,Xiao,1999-01-10,GY265053
EMP002896,Male,joseph56,Xiu Zhen,Zhao,1971-09-25,GY076629
EMP002905,Female,wochoa,Bo,Tang,1963-02-10,GY975507
EMP002913,Female,johntodd,Jing,Liu,1990-02-02,GY730835
EMP002928,Female,elizabethhoward,Jie,Zheng,1987-10-11,GY408583
EMP002944,Male,roberta51,Lei,Xu,1967-04-10,GY627554
EMP002968,Female,mwhite,Jing,Sun,1979-03-01,GY439934
EMP002971,Female,rebeccarobertson,Gui Hua,Duan,1963-08-25,GY375135
EMP002989,Male,fischerjeff,Ming,Tang,1978-06-28,GY052296
EMP002991,Male,michellebartlett,Xia,Chi,1983-11-05,GY902238
EMP003001,Male,smontes,Jian,Xu,2006-05-28,GY897971
EMP003005,Male,william34,Feng,Wang,1986-07-30,GY870819
EMP003020,Male,darrylrice,Xiu Zhen,Gao,1992-04-12,GY465683
EMP003025,Male,montgomerybryan,Yu Zhen,Wang,1980-10-30,GY366985
EMP003060,Female,fischerkelly,Chen,Sun,1968-11-22,GY307656
EMP003074,Male,emily58,Xue,Zhang,1978-02-27,GY948649
EMP003075,Female,tabitha92,Liu,Luo,1967-02-03,GY225239
EMP003096,Male,justin88,Rong,Gao,1968-08-22,GY554614
EMP003103,Male,brookswilliam,Yu Lan,Sun,1984-06-12,GY291195
EMP003104,Male,pgutierrez,Li,Pan,2003-11-22,GY995705
EMP003113,Male,yoderlinda,Ting,Hu,1975-03-25,GY441489
EMP003114,Female,ronaldblackburn,Shu Hua,Fang,1978-11-23,GY160132
EMP003125,Male,xpena,Kun,Liu,1988-10-31,GY710078
EMP003129,Male,ejordan,Yu Lan,Zhan,1962-04-08,GY217212
EMP003152,Female,fsaunders,Yu Mei,Cen,1986-03-22,GY966049
EMP003159,Female,gmurphy,Gui Zhen,Meng,1963-01-15,GY171439
EMP003162,Male,marksbrandon,Hong Mei,Liang,2004-01-05,GY723220
EMP003203,Male,margaret38,Ying,Yang,1987-07-15,GY375135
EMP003209,Female,denise38,Chun Mei,Zhang,2002-01-17,GY013037
EMP003214,Female,oharrison,Xin,Chen,1982-02-10,GY492837
EMP003215,Female,ihaynes,Juan,Hu,1999-02-20,GY022182
EMP003219,Female,kimberlydouglas,Lei,Tian,1995-01-05,GY609396
EMP003226,Male,escott,Chun Mei,Huang,1974-12-30,GY554614
EMP003238,Female,debbiesanchez,Wei,Zhang,2004-06-08,GY163937
EMP003242,Male,zbaxter,Gui Lan,Ma,2002-04-27,GY627554
EMP003243,Female,rstevenson,Shu Zhen,Deng,2005-05-29,GY782956
EMP003249,Male,owade,Kai,Deng,1966-01-06,GY076629
EMP003261,Male,anamcclain,Bo,Lu,1978-11-12,GY465683
EMP003268,Female,derek05,Jian Guo,Chen,1999-01-20,GY984970
EMP003277,Male,shelbycastaneda,Dan Dan,Guo,1970-02-04,GY975507
EMP003303,Male,haley28,Xin,Song,2002-11-14,GY298292
EMP003313,Female,jameswilson,Xiang,Lai,1972-05-21,GY725309
EMP003324,Male,harrisonjames,Xiu Mei,Yang,1990-07-28,GY507004
EMP003332,Female,edward45,Gang,Dong,1980-02-11,GY126731
EMP003351,Male,medinajames,Jing,Li,1984-04-06,GY120093
EMP003356,Female,angelicagates,Hui,Kang,2004-06-18,GY648349
EMP003364,Female,tracy60,Hong Mei,Pan,1974-02-05,GY812947
EMP003408,Male,sheenalara,Lan Ying,Wang,1978-12-02,GY254756
EMP003413,Female,matthewsashley,Yu Hua,Li,1982-02-23,GY363976
EMP003441,Female,cannongerald,Tao,Su,1985-01-09,GY607076
EMP003443,Female,shanebates,Yong,Xue,1989-05-25,GY738383
EMP003460,Female,josephlewis,Jing,Sun,2005-05-27,GY667437
EMP003486,Male,eric16,Min,Deng,1988-03-14,GY126731
EMP003497,Female,adam59,Yong,Liu,1980-05-23,GY454455
EMP003501,Male,douglas04,Xiao Hong,Zhou,1964-08-04,GY759217
EMP003509,Male,moodylauren,Xiu Mei,Guo,1971-08-21,GY288855
EMP003531,Male,hbennett,Lan Ying,Wu,1985-06-15,GY476708
EMP003535,Female,rachelsmith,Gui Rong,Zhang,1988-03-06,GY667437
EMP003536,Female,carralicia,Chen,He,1963-04-22,GY652430
EMP003540,Male,nguyenerin,Jian Hua,Ma,2003-03-30,GY899684
EMP003577,Male,jacqueline99,Hong Mei,Li,2000-06-18,GY030338
EMP003586,Male,umcmillan,Feng,Yang,2005-09-28,GY234853
EMP003591,Female,richardanderson,Bin,Yu,1977-11-28,GY986273
EMP003597,Female,garciacharles,Jun,Pan,1985-01-02,GY075553
EMP003614,Female,melissamorris,Bing,Chen,1988-03-21,GY652227
